     twomass      |  lspmname   | tic |   kic    |        catra         |        catdec        | spectype |     r_spectype      |  jmag  |  hmag  |  kmag  |  vmag  |   v    |  e_v  |       bibcode       |   prot   | g_prot |       r_prot        
 08242681+2555366 | J0824+2555  |     |          |             2.201065 |             0.452509 |          |                     | 10.618 |  9.991 |  9.705 | 15.307 | 15.307 | 0.031 | APASS8              |     93.3 | B      | 2016ApJ...821...93N
 08243458+3855232 | J0824+3855  |     |          |             2.201631 |             0.679336 |          |                     |  9.617 |  9.002 |  8.766 |   12.9 |   12.9 | 0.065 | APASS8              |          |        | 
 08252497+0623437 | J0825+0623  |     |          |             2.205294 |             0.111622 |          |                     | 10.644 | 10.026 |  9.767 | 15.181 | 15.181 | 0.023 | APASS8              |          |        | 
 08264732+0250119 | J0826+0250  |     |          |             2.211283 |             0.049509 |          |                     | 10.226 |  9.662 |   9.39 | 14.437 | 14.437 | 0.025 | APASS8              |          |        | 
 08301023+5552503 | J0830+5552  |     |          |             2.226041 |             0.975302 |          |                     |  10.65 | 10.054 |  9.772 | 15.382 | 15.382 |     0 | APASS8              |          |        | 
 08303256+0947153 | J0830+0947  |     |          |             2.227663 |             0.170826 | M6.0V    | 2010AJ....140..897R |  11.89 | 11.165 | 10.756 |  19.17 |  19.17 |       | 2010AJ....140..897R |          |        | 
 08344190+4529069 | J0834+4529  |     |          |             2.245795 |             0.793867 |          |                     | 10.415 |  9.849 |  9.557 | 14.886 | 14.886 | 0.062 | APASS8              |          |        | 
 08351992+1408333 | J0835+1408  |     |          |             2.248559 |             0.246834 | M4.5V    | 2015A&A...577A.128A |  9.163 |  8.578 |  8.282 | 13.925 | 13.925 |     0 | APASS8              |    24.84 | B      | 2016ApJ...821...93N
 08362671+2628195 | J0836+2628  |     |          |             2.253415 |             0.462025 | M2.0     | 2013AJ....145..102L |  8.964 |  8.281 |  8.074 | 12.421 | 12.421 | 0.035 | APASS8              |          |        | 
 08362953+2254446 | J0836+2254  |     |          |             2.253621 |             0.399897 |          |                     | 10.642 | 10.047 |  9.739 | 14.975 | 14.975 | 0.061 | APASS8              |          |        | 
 08373021+0333458 | J0837+0333  |     |          |             2.258035 |             0.062182 | M4.0V    | 2015A&A...577A.128A |  9.853 |  9.248 |  8.973 | 14.346 | 14.346 |  0.02 | APASS8              |    100.9 | A      | 2016ApJ...821...93N
 08385166+5029445 | J0838+5029  |     |          |             2.263958 |             0.881316 |          |                     | 10.085 |  9.493 |  9.219 |  14.13 |  14.13 | 0.037 | APASS8              |          |        | 
 08400503+0709161 | J0840+0709  |     |          |             2.269294 |              0.12487 |          |                     | 10.407 |  9.832 |  9.566 | 14.776 | 14.776 |  0.03 | APASS8              |    85.77 | A      | 2016ApJ...821...93N
 08401597+3127068 | J0840+3127  |     |          |             2.270089 |             0.548939 | M3.5     | 2013AJ....145..102L |  8.122 |  7.561 |  7.302 | 12.229 | 12.229 | 0.044 | APASS8              |          |        | 
 08414290+2318468 | J0841+2318  |     |          |             2.276411 |             0.406888 |          |                     |  9.603 |  8.933 |  8.717 | 13.487 | 13.487 |  0.03 | APASS8              |          |        | 
 08421686+0114526 | J0842+0114  |     |          |             2.278881 |             0.021781 |          |                     | 10.715 |  10.22 |  9.935 | 15.363 | 15.363 | 0.039 | APASS8              |          |        | 
 08460547+3813518 | J0846+3813  |     |          |             2.295503 |             0.667257 |          |                     | 10.529 |  9.978 |  9.722 |  14.92 |  14.92 | 0.032 | APASS8              |          |        | 
 08462980+2645574 | J0846+2645  |     |          |             2.297277 |              0.46715 |          |                     | 10.151 |  9.568 |   9.31 |  14.06 |  14.06 |       | 1987AJ.....93..451W |          |        | 
 08481345+2206506 | J0848+2206  |     |          |             2.304812 |             0.385964 |          |                     | 11.133 |  10.59 | 10.297 | 16.077 | 16.077 |     0 | APASS8              |          |        | 
 08500681+5217307 | J0850+5217  |     |          |             2.313054 |             0.912663 |          |                     | 10.399 |  9.818 |  9.557 |  14.51 |  14.51 |       | 1996AJ....112.2300W |          |        | 
 08522515+3809245 | J0852+3809  |     |          |             2.323116 |             0.665961 |          |                     |  9.909 |  9.362 |  9.087 | 13.925 | 13.925 | 0.058 | APASS8              |          |        | 
 08550658+5251283 | J0855+5251  |     |          |             2.334857 |             0.922544 |          |                     | 11.037 | 10.431 | 10.153 | 15.821 | 15.821 | 0.008 | APASS8              |    0.748 | A      | 2016ApJ...821...93N
 08561956+1239500 | J0856+1239  |     |          |             2.340164 |             0.221024 | M4.5     | 2005A&A...442..211S |  9.585 |  9.033 |  8.708 | 14.465 | 14.465 | 0.023 | 2003AJ....126.3007R |    0.263 | A      | 2016ApJ...821...93N
 08571541+1924177 | J0857+1924  |     |          |             2.344226 |             0.338679 | M3.5V    | 2015A&A...577A.128A |  9.447 |  8.866 |  8.606 | 13.501 | 13.501 | 0.008 | APASS8              |    77.02 | B      | 2016ApJ...821...93N
 08584410+2744390 | J0858+2744  |     |          |             2.350675 |             0.484225 |          |                     | 10.152 |  9.528 |  9.253 | 14.177 | 14.177 | 0.016 | APASS8              |          |        | 
 08585112+3844260 | J0858+3844  |     |          |             2.351184 |              0.67615 |          |                     | 10.116 |  9.517 |   9.28 |  14.32 |  14.32 |       | 1987AJ.....93..451W |    91.18 | A      | 2016ApJ...821...93N
 08593592+5343505 | J0859+5343  |     |          |             2.354443 |             0.937778 | M3.5V    | 2015A&A...577A.128A |  9.014 |  8.365 |  8.128 | 13.273 | 13.273 | 0.087 | APASS8              |    0.581 | A      | 2016ApJ...821...93N
 08595559+0610052 | J0859+0610  |     |          |             2.355874 |             0.107654 |          |                     | 10.047 |  9.461 |   9.17 | 14.651 | 14.651 | 0.044 | APASS8              |    37.96 | A      | 2016ApJ...821...93N
 09011233+1710127 | J0901+1710  |     |          |             2.361455 |             0.299674 |          |                     | 10.062 |  9.426 |  9.206 | 13.454 | 13.454 | 0.016 | APASS8              |          |        | 
 09025618+7138132 | J0902+7138  |     |          |             2.369006 |             1.250301 |          |                     |  9.731 |  9.093 |  8.878 | 13.427 | 13.427 | 0.037 | APASS8              |          |        | 
 09034295+5202526 | J0903+5202  |     |          |             2.372408 |             0.908408 | M3.5     | 2013AJ....145..102L |  8.964 |  8.384 |  8.156 | 12.962 | 12.962 |  0.04 | APASS8              |          |        | 
 09035339+1259281 | J0903+1259  |     |          |             2.373167 |             0.226739 | M2.0     | 2013AJ....145..102L |  8.919 |  8.271 |   8.07 |  12.37 |  12.37 |       | 1986AJ.....91..626W |          |        | 
 09073972+0618007 | J0907+0618  |     |          |             2.389627 |              0.10996 |          |                     |   9.15 |  8.483 |  8.284 |  12.47 |  12.47 | 0.036 | APASS8              |          |        | 
